ASSOCIA??O POLICIAL DE ASSIST?NCIA ? SA?DE ;?59762062000183 ;"414212"
ASSOCIA??O PR?-SA?DE ;?66835794000111 ;"333328"
ASSOCIA??O PROTETORA DA INF?NCIA PROV?NCIA DE S?O PAULO ;?60919909000170 ;"308421"
ASSOCIA??O SINPACEL ;?40336323000175 ;"307220"
ASSOCIAÃ?O BENEFICENTE DOS EMPREGADOS DA CEDRO E CACHOEIRA;á19648054000196 ;"339989"
ASSOCIAÃ?O BENEFICENTE FNV;á60878576000188 ;"415049"
ASSOCIAÃ?O DO MINIST?RIO P?BLICO DO RIO GRANDE DO SUL;á87027595000157 ;"336441"
ASSOCIAÃ?O DOS SERVIDORES DA UFMG;á16847592000111 ;"410187"
ASSOCIAÃ?O EVANGELICA BENEFICENTE DE LONDRINA;á78613841000161 ;"326755"
ASSOCIAÃ?O PROTETORA DA INF?NCIA PROV?NCIA DE S?O PAULO;á60919909000170 ;"308421"
ASSOCIAÇÃO AMIGOS DA SANTA CASA;;"999999"
ASSOCIAÇÃO AUXILIADORA DAS CLASSES LABORIOSAS;"61.740.791/0001-80";"340146"
ASSOCIAÇÃO BENEFICENTE DOS EMPREGADOS DA CEDRO E CACHOEIRA; 19648054000196 ;"339989"
ASSOCIAÇÃO BENEFICENTE FNV;"60878576000188 ";"415049"
Associação Benificente Pró Saúde Policial Militar do Estado de São Paulo – PRÓ-P;"03.554.496/0001-33";"000000"
ASSOCIAÇÃO BRASILEIRA DE APOIO AOS APOSENTADOS PENSIONISTAS;"11.384.309/0009-04";"000001"
ASSOCIAÇÃO BRASILEIRA DE DEFESA DO CONSUMIDOR - ECOCONSUMIDOR;"16.633.415/0001-66";"000000"
ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;"";"416690"
ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;"";"416568"
ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO;"60975174000100 ";"314218"
Associação de Luto União ;"111111111111111111";"000001"
Associação de Moradores do Rio do Ouro;"";"000150"
ASSOCIAÇÃO DE SAÚDE HOLAMBRA;"59007799000190 ";"360783"
ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA;"11.939.445/0001-58";"417530"
ASSOCIAÇÃO DO ENGENHO DO ROÇADO;"";"000000"
ASSOCIAÇÃO DO FISCO DE ALAGOAS;"12317012000123 ";"393533"
ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;"87027595000157 ";"336441"
ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO EST. DE SP ;?62635990000191 ;"317632"
ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO EST. DE SP ; 62635990000191 ;"317632"
Associação dos amigos da criança autista de Passo Fundo;"03.216.388/0001-50";"00009"
Associação dos Aposentados;;"000011"
ASSOCIAÇÃO DOS APOSENTADOS E PENSIONISTAS TÊXTEIS DE SETE LAGOAS E REGIÃO;"";"000000"
ASSOCIAÇÃO DOS APOSENTADOS TEXTIL;"";"000022"
Associação dos Cabos e Soldados;"";"333333"
ASSOCIAÇÃO DOS FUNCIONÁRIOS PUBLICO DO ESTADO DE SÃO PAULO;;"000000"
Associação dos Funcionários Públicos;"";"999993"
ASSOCIAÇÃO DOS SERVIDORES DA UFMG;"16847592000111 ";"410187"
ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;"78613841000161 ";"326755"
ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA;"";"419150"
ASSOCIAÇÃO POLICIAL DE ASSIST.À SAÚDE DE ARAÇATUBA;"59762062000183 ";"414212"
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE ; 59762062000183 ;"414212"
ASSOCIAÇÃO PRÓ-SAÚDE;"66835794000111 ";"333328"
ASSOCIAÇÃO PROTETORA DA INFÂNCIA PROVÍNCIA DE SÃO PAULO ;?60919909000170 ;"308421"
ASSOCIAÇÃO PROTETORA DA INFÂNCIA PROVÍNCIA DE SÃO PAULO; 60919909000170 ;"308421"
ASSOCIAÇÃO SÃO FRANCISCO VIDA;"14.946.109/0001-20";"419141"
ASSOCIAÇÃO SAUDE E FAMÍLIA;"10.193.483/0001-41";"000000"
ASSOCIAÇÃO SINPACEL ;?40336323000175 ;"307220"
ASSOCIAÇÃO SINPACEL; 40336323000175 ;"307220"
Associado;"111111111111111111";"111111"
ASSOCIL; 48292106000132 ;"348252"
ASSPMF - ASSOCIA??O SA?DE ;?05679575000104 ;"415031"
ASSPMF - ASSOCIAÇÃO SAÚDE; 05679575000104 ;"415031"
ASTIR;"";"000000"
astir;"";"111111"
Astir;"";"999999"
ASTRA S/A INDUSTRIA E COMERCIO;"50949528000180 ";"358410"
ASTTER;;"6"
ATEMDE; 07001142000112;"387495"
ATEMDE ODONTO;"15245079000198 ";"336874"
ATEMF; 02508010000168 ;"406422"
ATENDE SAÚDE;"03359672000186 ";"408221"
ATENDENTE; 91227165000156 ;"405205"
ATENDEODONTO; 01734302000156 ;"363782"
ATENDER; 16837981000166 ;"410152"
ATENDIMENTO;;"123456"
atendimento social;"";"000000"
ATHIA PLANOS DE SAUDE; 01769391000176 ;"329371"
ATHON;;"999999"
ATHON - ASSIST?NCIA M?DICA S/C LTDA ;?64163868000195 ;"315290"
ATHON - ASSISTÊNCIA MÉDICA S/C LTDA; 64163868000195 ;"315290"
ATIVIA-COOPERATIVA DE SERVIÇOS MEDICOS E HOSPITALARES;"69289171000189 ";"320510"
ATLANTA ADMINISTRADORA DE PLANO DE SAUDE; 03216320000171 ;"405302"
ATUAL ODONTOLOGIA; 07075561000107;"415782"
AUGE-SA?DE ;?02842732000154 ;"410918"
AUGE-SAÚDE; 02842732000154 ;"410918"
AURI CARD;"05415220000108";"999999"
Aussel; 96 628 573 0001-3;"000001"
AUSSEL;"966285730001-33";-
AUSTACLINICAS;"59847780000152 ";"327417"
AVALIA??O ( ACADEMIAS );;"999999"
Avaliação;;"999999"
AVALIAÇÃO ( ACADEMIAS );;"999999"
AVALIACAO ( ESTETICISTA );;"999999"
AVAMP;"00307714000147 ";"412635"
AVIMED;;"999999"
AVIMED SA?DE;"6686614600012";"999999"
AVIMED SA?DE ;?66866146000122 ;"394009"
AVIMED SAÚDE;"6686614600012";"999999"
AVIMED SAÚDE; 66866146000122 ;"394009"
AXA ASSISTANCE;"52.570.231/0001-34";"000000"
AZIMUTE;"";"000000"
AZIMUTE MED;"";"000000"
Azimute Med Consultoria e Assessoria Ltda;"02.759.911/0001-22";-
Azimutemed Consultoria e Assessoria Ltda;"02.759.911/0001-22";"000000"
BA? DA FELICIDADE LTDA ;?61369856000123 ;"317764"
BA? DA FELICIDADE LTDA;á61369856000123 ;"317764"
BACEN;;"000000"
BACEN;"";"000000"
BACEN;"";"000003"
BACEN;"";"333333"
Bacen (Banco Central);;"000001"
BAHIAODONTO;"86968187000137 ";"356301"
BAMERINDUS;;"000001"
BAMERINDUS;;"999999"
BANCO CENTRAL;;"999999"
BANCO CENTRAL;"00.038.166/0004-40";"000103"
BANCO CENTRAL;"00038166000954";"999999"
BANCO CENTRAL DO  BRASIL.;;"000920"
Banco Central do Brasil;;"000007"
BANCO CENTRAL DO BRASIL;"00.038.166/0004-40";"999999"
BANCO CENTRAL DO BRASIL;"00.038.166/0009-54";"999999"
BANCO PANAMERICANO;;"24"
BANESCAIXA;"28502128000172 ";"343331"
BANESTADO;;"999999"
Bardella;;"999999"
BARDELLA REEMBOLSO;"";"000007"
BARDELLA S/A INDUSTRIAS MECANICAS;"60851615000153Â ";"346403"
Base aérea de Santa Maria ;"";"010203"
Base aérea de Santa Maria;"";"030405"
BASE AERONOUTICA BAFZ;"";"000009"
BASE AERONOUTICA BAFZ;"";"999999"
BAÚ DA FELICIDADE LTDA; 61369856000123 ;"317764"
BC SAUDE;"";"000000"
BCARE;"";"000000"
BEACON;;"987654"
BELINHA SABINO OMETTO ;?51469187000108 ;"330337"
BELINHA SABINO OMETTO ; 51469187000108 ;"330337"
BELL PAO;"03468930000062";"999999"
BELLA PIETRA;"04.947.746/0001-68";"999999"
Belladerm Face e corpo;"16650048000185";"211667"
BELLCLIN;"01468033000123 ";"406414"
BELO DENTE;"02918461000173 ";"351563"
Bem Care;"17.339.233/0001-16";"000000"
BEM SA?DE ;?00512543000198 ;"360465"
BEM SAÚDE;"00512543000198 ";"360465"
Ben Mais Soluções em Benefícios Ltda;"19.415.507/0001-34";"000000"
BENE;;"999999"
BENE VITTA;"12.137.593/000-11";"000000"
BENECAP; 00038513000191 ;"413861"
BENECAP SA?DE ;?08056815000102 ;"415898"
BENECAP SAUDE;"08056815000102 ";"415898"
BENEFICIA CORRETORA DE SEGUROS;"";"111111"
BENEMED;"43965573000162 ";"354350"
BENEPLAN;"02719125000100 ";"370363"
BENEPOP - MONTIMANA PRESTADORA DE SERVIÇOS LTDA;"05.764.842/0001-33";"000000"
Benesaúde;;"000000"
BENEVIDA;;"000002"
BENSAUDE; 02912296000142 ;"341509"
BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA	;"02849393000138";"366561"
BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA;"02849393000138 ";"366561"
BENTO CAVALHEIRO SA?DE ;?86159340000185 ;"321826"
BENTO CAVALHEIRO SAÚDE;"86159340000185 ";"321826"
BETA ODONTOLOGIA; 04496660000166 ;"413976"
BETE BETARELLO;"";"000000"
BETIM SAUDE; 04823133000119 ;"414760"
BHTRANS;"41657081000184 ";"306525"
BHTRANS - COOPIMIMG;"41657081000184";"306525"
BHTRANS - UNICOOPER;"41657081000184";"306525"
BIG FRANGO;"76.743.764/0001-39";"000121"
BIG MIL COMERCIO DE CONFECCOES LTDA;"111111111111111111";"000000"
Bike;"";"000000"
BIO D?OR SA?DE ;?03005217000182 ;"402354"
BIO D´OR SAÚDE;"03005217000182 ";"402354"
BIO ODONTO MED; 02979282000146 ;"408255"
BIO SA?DE ;?03123146000112 ;"402966"
BIO SAÚDE;-;"402966"
BIO SAÚDE;"03123146000112 ";"402966"
BIO VIP;;"26"
BIOCARE ESPECIALIDADES MÉDICAS LTDA;"";"000000"
BIODENS; 02726717000140 ;"409081"
BIODENT; 00807762000102 ;"346411"
BIODENTAL PLANO ODONTOL?GICO S/C LTDA. ;?04443729000193 ;"414034"
BIODENTAL PLANO ODONTOLÓGICO S/C LTDA.; 04443729000193 ;"414034"
BIODENTE LTDA.;"03454374000175 ";"409758"
BIODENTE SAUDE DENTAL; 01477435000194 ;"404446"
Biolab Sanus Farmacêutica Ltda;"49.475.833/0001-06";-
Biolife Saúde Operadora de Planos de Saúde Ltda;"18.780.232/0001-75";"419311"
BIOMED  - PARTICULAR;"03.221.438/0003-50";"000000"
BIOMED - CLIENTE PREFERENCIAL (COM CONVENIO);"03.221.438/0003-50";"000000"
BIOPLAN; 00542762000110 ;"331678"
BIOQUALYNET;"00.568.696/0001-57";oñ tem
BIOTRAT;"08.201.441/0001-63";"000000"
BIOVIDA;"04.299.138/0001-94";"000000"
BioVida (UniSis);"04.299.138/0001-94";"415111"
BIOVIDA SAUDE;"04.299.138/0001-94";"415111"
BIOVIDA SAÚDE;"23065111000181";-
BLESSMED;"68748896000125 ";"402583"
BLOQUEADO;;"999999"
BLUE AMIL;;"999999"
BLUE AMIL;"29.309.127/0116-18";"326305"
BLUE CROSS ASSISTENCIA MEDICA ; 01360140000133;"342467"
BLUE CROSS ASSISTENCIA MEDICA S/C LTDA ;?01360140000133 ;"342467"
BLUE CROSS ASSISTENCIA MEDICA S/C LTDA ; 01360140000133 ;"342467"
Blue Life;;"090909"
Blue Life;;"999999"
BLUE LIFE ;?52639572000119 ;"304662"
BLUE LIFE; 00173828000141 ;"325767"
BLUE LIFE; 00173828000141 ;"326305"
BLUE LIFE ; 52639572000119 ;"304662"
BLUE LIFE - ACQUA;"29.309.127/0116-18";"326305"
BLUE LIFE - ASSISTENCIA MEDICA SAO PAULO SA;"";"304662"
BLUE LIFE - SUL; 00173828000141;"325767"
BLUE LIFE / SERVITAL;"52639572000119";"999999"
BLUE LIFE INTERMEDICE;;"999999"
BLUE LIFE- AMIL;"29.309.127/0116-18";"304662"
BLUE MED;"01.360.140/0001-33";"344800"
BLUE MED - ALVORECER;"62.511.019/0001-50";"344800"
BLUE MED SA?DE ;?03237118000126 ;"408735"
BLUE MED SAUDE;"01360140000133 ";"342467"
BLUE MED SAÚDE; 03237118000126 ;"408735"
BLUECARD; 66228628000157 ;"407836"
BLUEDENT; 00654438000193 ;"405442"
Bluemed;;"000000"
BMP; 00664902000122 ;"325058"
BMPC;"05.520.415/0001-00";"012352"
BMPC;"05.520.415/0001-00";"034677"
BNDES;"00397695000197 ";"339636"
BNDES CORPORATE;;"339636"
BNDES CORPORATE;"00.397.695/0001-97";"339636"
Boa consulta;"";"0000"
BOA CONSULTA;"";"00000"
BOA CONSULTA;"111111111111111111";"111111"
BOA VIDA;"000000000000000000";"000000"
BOARINI e BOARINI CLINICA INTEGRADA DE SAUDE ODONTOLOGICA; 04046614000165 ;"412953"
BOM JESUS;;"999999"
BOMBEIROS - SINDICATO DOS BOMBEIROS PROF.CIVIS PREST.SERV SPAU;"111111111111111111";"000000"
BOMBERAÇO;"72.519.887/0001-30";"000000"
BONITA MULHER;;"000004"
BR ;?34274233000102 ;"354571"
BR ; 34274233000102 ;"354571"
BR DISTRIBUIDORA - PETROBRAS;"34274233000102";"354571"
BR ESPORTES; 024.688.131/0001-;"024688"
BR ESPORTES;"024.688.131/0001-7";"024688"
BR Foods Saude;-;"417238"
BR PETROBRAS; 34274233000102 ;"354571"
Bradesco;;"000001"
Bradesco;;"111111"
BRADESCO;;"13"
Bradesco;"";"005711"
BRADESCO;"";"101011"
BRADESCO ;"";"123456"
BRADESCO - COOPERCIR;;"005711"
BRADESCO - COOPERCIR;"";"005711"
BRADESCO - Dra Patricia;;"005711"
BRADESCO - EXAMES;"92.693.118/0001-60";"005711"
BRADESCO - PROJETO COLUNA;"33.055.146/0001-93";"005711"
BRADESCO - REEMBOLSO;"";"000000"
Bradesco - Via Hospital;"";"000000"
Bradesco Alergologia;"92693118000160 ";"005711"
Bradesco CMO Empresarial;"";"005711"
Bradesco CMO Individual;"";"005711"
Bradesco Dermatologista;"92693118000160";"005711"
BRADESCO EM;"92693118000160 ";"005711"
BRADESCO EMPRESARIAL;"";"005711"
BRADESCO INDIVIDUAL;"";"005711"
BRADESCO MARCIO;"92693118000160";"005711"
BRADESCO MULTI SAUDE;;"999999"
BRADESCO ORTOSPORT - PROJ LOCOM;"33.055.146/0001-93";"005711"
BRADESCO PERFIL;"";"005711"
BRADESCO PLANO EMPRESA;;"000937"
BRADESCO PLANO MULTI;;"000950"
BRADESCO REEMBOLSO;"";"000008"
Bradesco Referencial Empresarial;"";"005711"
Bradesco Referencial Individual;"";"005711"
BRADESCO RX;"92.693.118/0001-60";"005711"
BRADESCO SA?DE S/A;"92.693.118/0001-60";"005711"
BRADESCO SAÚDE;;"000002"
BRADESCO SAÚDE;;"16"
BRADESCO SAÚDE ;"57746455/0001-78";"005711"
Bradesco Saúde;"92693118011952";"575593"
BRADESCO SAÚDE ( EXAMES );"92.693.118/0001-60";"005711"
BRADESCO SAÚDE (CONSULTAS);"";"005711"
BRADESCO SAUDE (EXAMES );;"005711"
BRADESCO SAUDE - DIA;"92.693.118/0001-60";"005711"
Bradesco Saúde - Ribeirão Preto;"26552313000146";"5711"
BRADESCO SAÚDE 525871;"92693118000160 ";"005711"
BRADESCO SAÚDE 638692;"92693118000160 ";"005711"
BRADESCO SAÚDE S.A;"92.693.118/0001-60";"005711"
BRADESCO SAÚDE S/A;"";"395749"
BRADESCO SAÚDE S/A;"92693118000160";"005711"
BRADESCO SAUDE S/A;"92693118000160 ";"005711"
BRADESCO SAUDE S/A (0000391891);"92.693.118/0001-60";"005711"
BRADESCO SAÚDE S/A (0000449920);"92.693.118/0001-60";"005711"
BRADESCO SAUDE S/A (Analises);"92693118000160 ";"005711"
BRADESCO SAUDE S/A (CONSULTA);"92693118000160";"005711"
BRADESCO SAUDE S/A (Dra. Milbia);"92.693.118/0001-60";"005711"
Bradesco Saude S/A (Dra. Sara);"92.693.118/0001-60";"005711"
BRADESCO SAÚDE S/A (FISIOTERAPIA);"92.693.118/0001-60";"005711"
BRADESCO SAUDE S/A (Individual e empresarial);"92693118000160 ";"005711"
BRADESCO SAUDE S/A (Outros);"92693118000160 ";"005711"
BRADESCO SAÚDE S/A (ULTRASSONOGRAFIA);"92.693.118/0001-60";"005711"
BRADESCO SAUDE S/A - A.T.FALEIROS SERVIÇOS MÉDICOS LTDA;"92693118000160 ";"005711"
BRADESCO SAÚDE S/A - Individual;"";"005711"
BRADESCO SAUDE S/A - Terapia;"92693118000160 ";"005711"
BRADESCO SAUDE S/A -EXAMES;"92.693.118/0001-60";"005711"
Bradesco Seguros;;"000047"
BRADESCO SEGUROS SA;;"000909"
BRAMED;;"999999"
BRASIL ASSISTÊNCIA ;"";"418951"
BRASIL CLINICA M?DICOS ASSOCIADOS LTDA ;?00111642000168 ;"407712"
BRASIL CLINICA MÉDICOS ASSOCIADOS LTDA; 00111642000168 ;"407712"
BRASIL MED SAÚDE;"11111111111111";"111111"
BRASIL SAUDE ASSISTENCIA MEDICA GLOBAL; 29555059000128 ;"335118"
BRASILCENTER COMUNICA??ES LTDA ;?02917443000177 ;"402265"
BRASILCENTER COMUNICAÇÕES LTDA;"02917443000177 ";"402265"
BRASILMAXI LOGISTICA;"59.530.832/0001-62";"125410"
BRASILMED;"";-
BRASILMED;"31.309.648/0002-59"; - 
BRASILSAUDE COMPANHIA DE SEGUROS;"60831427000163 ";"005622"
BRASILSAUDE S/A;;"999999"
BRASMED;"";"000000"
Braz Saúde;"04139020000107";"000001"
Braz Saúde  Brasil Saúde e Odontologia Ltda;"04139020000107";"000000"
Braz Saúde – Brasil Saúde e Odontologia Ltda;"04139020000107";"111111"
BRB SAUDE; 04859814000137;"414310"
BRF S/A;"";"417238"
BRF SA;"14.461.544/0001-65";"417238"
BRF SADIA;"";"000000"
BRUMED ;"21598243000143";"000000"
BSI;;"999999"
BUCAL HELP;"05087808000171 ";"414794"
BUCAL SERVICOS ODONTOLOGICOS S/C LTDA; 67365742000191 ;"406279"
BUPA IHI DANMARK;;"999995"
BUREAU VERITAS;"33.177.148/0001-55";"000000"
BUZETTI PNEUS;"81.686.628/0001-94";"000000"
C LOPES;"";"000000"
C M S; 00836896000143 ;"409545"
C.M.M. SA?DE ;?40299372000185 ;"409189"
C.M.M. SAÚDE;"40299372000185 ";"409189"
C.M.R. - CONSULTORIOS MEDICOS REUNIDOS; 02718896000174 ;"407721"
C.S. ASSISTANCE;"00216547000129 ";"350362"
C.S.N ASSIST.PREST.DE SERV.ODONTO/S/C LTDA; 02431645000104 ;"401587"
C.S.O.; 03430406000100 ;"409596"
CAA/DF;"00665521000168 ";"363413"
CAA/MG;"22644512000123 ";"346390"
CAAARj;"";-
CAAB;"15679210000125 ";"383317"
CAAMT;"000000000000000000";"000000"
caapasml;;"123456"
Caapsml;"75.771.477/0001-70";"006285"
CAAPSML;"78.634.771/0001-28";"123456"
CAARF;"";"000002"
CAARF - UNAFISCO;"";"000000"
CAASP;;"001031"
CAASP;"";"000000"
CAASP;"";"0ñ tem"
CAASP;"";"130000"
CAASP ;"44.692.168/0003-42";"000000"
CAASP ;"44.692.168/0003-42";"999999"
CAASP;"44692168/0001-80";"000000"
Caasp;"44692168000180";"352331"
CAASP (OAB);;"000008"
CAASP - Caixa de Assistência dos Advogados de Sao Paulo;;"000002"
CAASP - COMVIDA;"44.692.168/0001-80";"000000"
CAASP - OAB;"44692168000180";"000000"
CAASP - PAGO PELO PACIENTE;"44692168000180";"044692"
CAASP REEMBOLSO;"";"000009"
CABEFI;"78304672/0001-88";"414026"
CABEFI;"78304672000188 ";"414026"
CABENFALE;"76.706.423/0001-93";"000000"
CABERGS;;"123456"
Cabergs;"02.315.431/0001-72";"307319"
CABERGS;"02315431000172 ";"307319"
CABERGS;"91018481/0001-18";"307319"
CABERGS SAUDE;"";"307319"
CABERJ;;"999999"
CABERJ;"42182170000184";"324361"
CABERJ INTEGRAL SAÚDE S.A;"07844436000106 ";"415774"
CABERJ REEMBOLSO;"";"000010"
CABESP;;"274535"
cabesp;"44649812000138";"359017"
CABESP;"62231527000184 ";"352331"
CABESP - CAIXA BENEFICENTE DOS FUNCIONAR;"62.231.527/0001-84";"352331"
CABESP - Caixa Beneficente dos Funcionários do Banco do Estado de São Paulo;;"000050"
CABESP CONSULTA;"62.231.527/0001-84";"352331"
Cabesp Reembolso;"";"000040"
CABESP VH;"";"352331"
CABO FRIO OPERADORA INTEGRADA DE SAÚDE S/S LTDA.;"02660866000154 ";"413046"
Caehgo;"";"000000"
CAEME;"33601568000117 ";"344184"
Caep ;"000000000000000000";"000000"
CAESAN;"37382009000114 ";"363855"
CAFAZ;"63367700000139 ";"359122"
CAFBEP; 05054648000164 ;"336220"
Cafeeiros;"";"111111"
CAGIPE;"32894974000152 ";"370321"
CAIXA;;"2"
CAIXA ;?00360305000104 ;"312924"
CAIXA ; 00360305000104 ;"312924"
CAIXA ASSIST. ADV.;"14.461.544/0001-65";"123654"
CAIXA ASSIST.FUNC.BCO DO BRASIL SA - CASSI;;"000923"
CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GRANDE DO NORTE; 02172353000102;"314251"
CAIXA BENEF. FUNC. BANCO EST. SAO PAULO - CABESP;;"000921"
CAIXA BENEFICENTE DOS AUXILIARES DO COM. CAFEEIRO DE SANTOS;"58197922000110 ";"410225"
CAIXA CUBATAO;;"999999"
Caixa Cubatão;"47.498.340/0001-58";"888881"
Caixa de  Cubatão;"47.498.340/0001-58";"888881"
CAIXA DE ASSIST DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRA; 02315431000172;"307319"
CAIXA DE ASSIST. À SAÚDE DOS EMPREG. DA CELG- CELGMED;"37880952000157 ";"361461"
CAIXA DE ASSIST?NCIA - SIM ;?79831608000118 ;"356476"
CAIXA DE ASSIST?NCIA - SIM;á79831608000118 ;"356476"
CAIXA DE ASSIST?NCIA ? SA?DE DOS EMPREGADOS DA CELG- CELGMED ;?37880952000157 ;"361461"
CAIXA DE ASSIST?NCIA DOS ADVOGADOS DE SANTA CATARINA ;?83285775000188 ;"366307"
CAIXA DE ASSIST?NCIA DOS ADVOGADOS DE SANTA CATARINA;á83285775000188 ;"366307"
CAIXA DE ASSIST?NCIA DOS MAGISTRADOS DE PERNAMBUCO ;?35617257000171 ;"302627"
CAIXA DE ASSIST?NCIA DOS MAGISTRADOS DE PERNAMBUCO;á35617257000171 ;"302627"
CAIXA DE ASSISTÊNCIA - SIM;"79831608000118 ";"356476"
CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;"42182170000184 ";"324361"
CAIXA DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA CELG- CELGMED ; 37880952000157 ;"361461"
CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND;"000000000000000000";"413518"
CAIXA DE ASSISTÊNCIA DOS ADVOGADOS DE SANTA CATARINA; 83285775000188 ;"366307"
CAIXA DE ASSISTENCIA DOS ADVOGADOS DE SAO PAULO;;"111111"
Caixa de Assistência dos Funcionários do Banco do Brasil;"33719485000127";"346659"
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BASA - CASF;"04204285000133 ";"358754"
CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;"35617257000171 ";"302627"
CAIXA DE ASSIT FUNC BCO NORDESTE BRASIL - CAMED;;"000922"
Caixa de Cubatão;"47.498.340/0001-58";"000000"
Caixa de Cubatão - Via Hospital;"";"000000"
Caixa de Pecúlio de São Vicente;"46.561.593/0001-66";"000000"
Caixa de Pecúlios - Santos;"";"309168"
CAIXA DE PENSOES;"57.602.096/0001-85";"000000"
Caixa de Previdência de Cubatão;"";"888881"
Caixa de Previdencia do Municipais de Cubatão;"47498340/0001-58";"888881"
Caixa de Previdencia dos Servidores Municipais de Cubatão;"47.498.340/0001-52";"888881"
CAIXA DE SAO VICENTE;;"999999"
Caixa de Saúde de São Vicente; 46561593000166;"000000"
Caixa de Saúde de São Vicente;"46561593000166";"000000"
CAIXA DOS CAFEEIROS;;"999999"
CAIXA ECONOMICA;;"55"
CAIXA ECONOMICA - EXAMES;"00.360.305/0001-04";"312924"
CAIXA ECONOMICA - FUNCEF;"00360305000104 ";"312924"
CAIXA ECONOMICA - FUNCEF; 00360305000104;"312924"
CAIXA ECONOMICA FEDERAL;;"000926"
CAIXA ECONOMICA FEDERAL;"00.360.305/0001-04";"312924"
CAIXA ECONOMICA FEDERAL - AGENCIA APINAJES;"";"000000"
CAIXA PCMSO;"00.360.305/0001-04";"00000"
Caixa Saúde;;"123456"
CAIXA SEGUROS SAÚDE ;"13.223.975/0001-20";"418072"
CAL CAPIVARI;"76.072.297/0001-62";"000000"
CAL CHIMELLI;"76.530.294/0001-25";"000000"
CAL COLOMBO;"76.212.877/0001-08";"000000"
CAL GULIN;"03.555.834/0001-51";"000000"
CAL HIDRA;"75.023.689/0001-79";"000000"
CAL OURO VERDE;"00.000.000/0000-00";"000000"
CAMARA DE COMERC.DE ENERGIA ELETRICA-CCEE (CK);;"001178"
CAMARA MUNICIPAL DE MAUA;;"000000"
CAMARGO;;"999999"
CAMARGODONTO; 03028205000173 ;"403423"
Camarj;"";"418820"
CAMARJ;"27.085.968/0001-14";"418820"
CAMB;"37174687000191 ";"343340"
CAMBORI? SA?DE LTDA. ;?01432102000149 ;"360147"
CAMBORIÚ SAÚDE LTDA.;"01432102000149 ";"360147"
CAMED;;"999999"
CAMED;"05.814.777/0001-03";"385697"
CAMED - Caixa de Assistência Funcionários do Banco Nordeste do Brasil S/A;;"000046"
CAMED SAÚDE;"05814777000103 ";"385697"
CAMED VIDA;"07966459000193 ";"416339"
CAMED-SA?DE ;?05814777000103 ;"385697"
CAMED-SAÚDE ; 05814777000103 ;"385697"
CAMIM;"35908607000159 ";"319872"
CAMOD;"42256818000110 ";"361836"
CAMPANHA CARREFOUR;"00.000.000/0000-00";"000000"
CAMPEC - ASSOCIAÇÃO CAMPEC DOS POLICIAIS MILITARES;"111111111111111111";"000000"
CAMPERJ;;"999999"
CAMPERJ;"";"000000"
CAMPERJ (CENNTRUM);"";"000000"
Campo Vale;"13.967.970/001-02";---
CAMPREV - INSTITUTO DE PREVIDENCIA MUNICIPAIS;"";"000000"
CAMPREVI;"06.916.689/0001-85";"111111"
CANADÁ CORRETORA SEGURA;"";"385697"
CANP SAUDE S/C LTDA.; 02908125000140 ;"344877"
CANTHIE;"78.782.141/0001-09";"000000"
CAP;;"000000"
CAP - GERENCIADORA DE PLANOS DE SA?DE LTDA ;?04062407000102 ;"412970"
CAP - GERENCIADORA DE PLANOS DE SAÚDE LTDA; 04062407000102 ;"412970"
CAPEP;"58.197.948/0001-69";"000005"
Capep - caixa de Peculio;"";"309168"
CAPEP - SAÚDE;"58.197.948/0001-69";"111111"
CAPEP Saúde;"";"000000"
CAPEP SAÚDE;"";"309168"
Capesaude;"";"000000"
CAPESAÚDE;"30.036.685/0001-97";"324477"
CAPESESP;;"324477"
CAPESESP ;"30.036.685/0004-30";"324477"
CAPESESP;"30036685000197 ";"324477"
CAPESESP - CAIXA DE PEC?LIOS, ASSIST?NCIA E PREVID?NCIA DOS SERV ;?30036685000197 ;"324477"
CAPESESP - Ortovita;"30036685000197";"324477"
CAPITANIA;;"123456"
CAPITANIA;"";"123456"
